"File","original_filename","page","page_id","request_file_id","platform_link","BIN_NO"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1680366445.jpeg?expires=1646318073&or=0&s=a5e75dd301d2be13cadaf98e8a24af43","Inventory4-preset54-2022224112620.jpg","0","c3744304-9adc-11ec-a015-f6d0e9e6b772","18595c39-a5a3-47b8-aaf9-19df9ef7ad11","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c3744304-9adc-11ec-a015-f6d0e9e6b772","A15, A15, A15, A15"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/2015604554.jpeg?expires=1646318073&or=0&s=fa6aa80781765944e6646a33ce00be6c","Inventory4-preset26-2022224112620.jpg","0","c34f3561-9adc-11ec-816a-3e7f7b27de4b","df73b11e-a064-425a-87f2-3e6d7e1cb61e","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c34f3561-9adc-11ec-816a-3e7f7b27de4b","A22"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1645480412.jpeg?expires=1646318073&or=0&s=2fadfbfc21adc7d6aa4aae5f76005133","Inventory4-preset24-2022224112620.jpg","0","c32d3c23-9adc-11ec-a776-0650eb715d76","aaa29e18-a1e7-4c8f-bdb8-ae4ef2dd414b","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c32d3c23-9adc-11ec-a776-0650eb715d76","A23, A23, A23"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1813470423.jpeg?expires=1646318073&or=0&s=33a937688ffdf47e644b7ccd2b3b5bc4","Inventory4-preset23-2022224112620.jpg","0","c2dbe0b9-9adc-11ec-a014-f6d0e9e6b772","806e4f01-e4a4-4a35-a917-4bfcb279f3ed","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c2dbe0b9-9adc-11ec-a014-f6d0e9e6b772","A23, A23"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/562199068.jpeg?expires=1646318073&or=0&s=75122508755de9abaf291e113ee3707b","Inventory4-preset14-2022224112620.jpg","0","c26e2fbe-9adc-11ec-b3d2-4e17328e94f5","83b0b0ec-72fa-4a13-9ba4-dba0f9d3c2aa","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c26e2fbe-9adc-11ec-b3d2-4e17328e94f5","A24, A24"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/2139280082.jpeg?expires=1646320831&or=0&s=705e92e045cc62cd769938f150585866","Inventory4-preset13-2022224112620.jpg","0","c23247f4-9adc-11ec-a397-8acf05623ec5","1a25f96e-caae-4a1d-aa6e-b74b153f9ae2","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c23247f4-9adc-11ec-a397-8acf05623ec5","A23, A24, A24"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/605968296.jpeg?expires=1646320812&or=0&s=183e385a089d6ec43a1381b5857353b7","Inventory4-preset12-2022224112620.jpg","0","c1f8bd1f-9adc-11ec-a675-be63270f3b51","3d5bd188-dfc3-473e-868d-5a18ea6366e4","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c1f8bd1f-9adc-11ec-a675-be63270f3b51","A24, A24"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1232890455.jpeg?expires=1646320786&or=0&s=7b252748a973e58974cb548fb35bebfe","Inventory4-preset11-2022224112620.jpg","0","c1db3f3f-9adc-11ec-a727-a21c687c2987","10834f25-1ede-4878-9a5c-5655c1317d0a","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c1db3f3f-9adc-11ec-a727-a21c687c2987","A24"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/545771096.jpeg?expires=1646320766&or=0&s=56b6074987a21db9f016380b4f70cd99","Inventory4-preset10-2022224112620.jpg","0","c1b1206b-9adc-11ec-9497-76e9a7ac4ede","781b1638-694c-44ce-982a-92a7a4f80130","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c1b1206b-9adc-11ec-9497-76e9a7ac4ede","A24, A24, A24"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1956309067.jpeg?expires=1646320733&or=0&s=dcf674110611789dab04bb673c9da275","Inventory4-preset9-2022224112620.jpg","0","c12becf8-9adc-11ec-a00c-f6d0e9e6b772","b2779fa5-2c43-4865-92ef-413110d26342","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c12becf8-9adc-11ec-a00c-f6d0e9e6b772","A24, A24, A24, A24"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/796296935.jpeg?expires=1646320695&or=0&s=184f707004ac490ce52abf715932e42e","Inventory4-preset8-2022224112620.jpg","0","c07390ac-9adc-11ec-a00b-f6d0e9e6b772","537d964e-ca37-4282-9180-42f39df3c42c","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c07390ac-9adc-11ec-a00b-f6d0e9e6b772","A25, A25, A25"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1625805261.jpeg?expires=1646320678&or=0&s=ea5daf4738f92663ff167297758b46fb","Inventory4-preset6-2022224112620.jpg","0","c0692835-9adc-11ec-979a-ba114cdea606","29bdead1-4290-4f7b-b2bf-9f691bc21138","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c0692835-9adc-11ec-979a-ba114cdea606","A25, A25"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/892490199.jpeg?expires=1646320660&or=0&s=ea017677a9ed7e8ce2e6632e76106f3d","Inventory4-preset5-2022224112620.jpg","0","c04a110d-9adc-11ec-b3d1-4e17328e94f5","6b0a57f8-a152-435e-bb4c-196d25b8e62b","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/c04a110d-9adc-11ec-b3d1-4e17328e94f5","A25, A25"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1823765815.jpeg?expires=1646320635&or=0&s=8010cc883a0a88ba4b791980d950c1cd","Inventory4-preset4-2022224112620.jpg","0","bffd0003-9adc-11ec-8168-3e7f7b27de4b","f6f7ff99-b932-41a2-b9b6-ed8a62202206","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bffd0003-9adc-11ec-8168-3e7f7b27de4b","A25, A25, A25"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/6105384.jpeg?expires=1646320612&or=0&s=69fab618f2be5547994db37ca4645c1e","Inventory4-preset3-2022224112620.jpg","0","bfce11a5-9adc-11ec-bc7c-fa4c183d2893","4dcf8b7c-dc86-4575-9828-f677c3b9d957","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bfce11a5-9adc-11ec-bc7c-fa4c183d2893","A25, A25"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/884984077.jpeg?expires=1646320578&or=0&s=6ef6ce848fe32c00c8aff4260d79cde1","Inventory4-preset1-2022224112620.jpg","0","bf6856fb-9adc-11ec-a009-f6d0e9e6b772","60e598db-b732-4e96-b1c8-f739df299f36","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bf6856fb-9adc-11ec-a009-f6d0e9e6b772","A25, A25"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/700307568.jpeg?expires=1646320526&or=0&s=4d93787b4289150e4743e716cb5d66ba","Inventory2-preset61-202222411956.jpg","0","bf565e9f-9adc-11ec-a008-f6d0e9e6b772","88193abe-86b5-4f43-acea-0beeb2b061ff","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bf565e9f-9adc-11ec-a008-f6d0e9e6b772","B99, B99, B99"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1316447778.jpeg?expires=1646319770&or=0&s=c24dad65e0e5ca367c8a5c504b2dffea","Inventory2-preset60-202222411956.jpg","0","bf37cd8b-9adc-11ec-8dee-9eeaa3a21c42","076c5e65-21af-4f47-ad47-507db37d5ab8","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bf37cd8b-9adc-11ec-8dee-9eeaa3a21c42","B99, B99, B99"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/633319312.jpeg?expires=1646319738&or=0&s=1c829789e3ebb03975de58413b874a8a","Inventory2-preset59-202222411956.jpg","0","bebf8f09-9adc-11ec-b74c-4e09c97a6950","300baf8c-69a4-47ca-b586-874f9950983b","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bebf8f09-9adc-11ec-b74c-4e09c97a6950","B99, B99, B99"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1143918013.jpeg?expires=1646319499&or=0&s=7ce0948f955086b3cd39643c2dbb17e3","Inventory2-preset58-202222411956.jpg","0","be7288a7-9adc-11ec-a770-0650eb715d76","c532e870-073a-4209-9a62-8a2be52016ff","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/be7288a7-9adc-11ec-a770-0650eb715d76","B99, B99, B99"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/267883740.jpeg?expires=1646319465&or=0&s=b5b64ddc38578bd72a1fd566742b1f7f","Inventory2-preset57-202222411956.jpg","0","bdeca286-9adc-11ec-a390-8acf05623ec5","fe09e0aa-3a3e-44ab-bd85-d131d33f8685","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bdeca286-9adc-11ec-a390-8acf05623ec5","B99, B99, B99, B99"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1625891380.jpeg?expires=1646319399&or=0&s=970e789fbc6912637e6167fb695bf495","Inventory2-preset56-202222411956.jpg","0","bde1c7e8-9adc-11ec-8167-3e7f7b27de4b","ca9d2c6d-7456-4fac-a10e-871caee6e36c","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bde1c7e8-9adc-11ec-8167-3e7f7b27de4b","B100, B99, B99, B99, B100, B111, B99, B100"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/552361610.jpeg?expires=1646319267&or=0&s=bf0d5272d6c21691a3d4b297caa15ad8","Inventory2-preset55-202222411956.jpg","0","bdd297f0-9adc-11ec-8ded-9eeaa3a21c42","03f500bb-0477-4aaa-8473-0c288f1fdf57","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bdd297f0-9adc-11ec-8ded-9eeaa3a21c42","B100, B100, B100, B99, B99, B100, B100"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/143687737.jpeg?expires=1646319189&or=0&s=5853e516b5c2c55fbf0f34b9779946ce","Inventory2-preset54-202222411956.jpg","0","bdca399a-9adc-11ec-8166-3e7f7b27de4b","9dd742f7-73a3-481b-893f-d9b301312881","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bdca399a-9adc-11ec-8166-3e7f7b27de4b","B100, B100, B99, B99, B100, B100, B100"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1621378962.jpeg?expires=1646319093&or=0&s=9334f34158d6ebe874f1ab6d973171dc","Inventory2-preset53-202222411956.jpg","0","bd26caca-9adc-11ec-b74a-4e09c97a6950","df49edb3-4ec6-45cf-90c3-2e29ca22eafc","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bd26caca-9adc-11ec-b74a-4e09c97a6950","B100, B100, B100, B99, B100"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/872114615.jpeg?expires=1646319036&or=0&s=39bada9834c1e8c8a4b0155e1ebf9278","Inventory2-preset52-202222411956.jpg","0","bd1342e0-9adc-11ec-92e0-2ebdcec0e0d2","99081f96-eeb3-49ca-bbd6-67e829a7ab4d","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bd1342e0-9adc-11ec-92e0-2ebdcec0e0d2","B101, B100, B100, B100, B100, S2083"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/1832257902.jpeg?expires=1646318983&or=0&s=32862b60822ba3829808c0624e221389","Inventory2-preset51-202222411956.jpg","0","bcc13899-9adc-11ec-8b52-0ad773bff8a6","5343a905-48df-49b5-a27e-f8e8375a521d","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bcc13899-9adc-11ec-8b52-0ad773bff8a6","B100, B100, B100, B100"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/2008588579.jpeg?expires=1646318932&or=0&s=1d8d79b3fcef5076eac7da2166c18abc","Inventory2-preset50-202222411956.jpg","0","bcb062f3-9adc-11ec-a722-a21c687c2987","b1aa77db-d024-4fec-813a-54b7f3e6ddab","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bcb062f3-9adc-11ec-a722-a21c687c2987","B100, B100, B100, B99, B100"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/861116320.jpeg?expires=1646318859&or=0&s=cd0e64045fdda6a5ee8f02beeae81c6d","Inventory2-preset49-202222411956.jpg","0","bca5b763-9adc-11ec-b749-4e09c97a6950","1422c9ce-0248-4be1-8a96-25ffe0e3d1eb","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bca5b763-9adc-11ec-b749-4e09c97a6950","B100, B100, B100, B111"
"https://nnts.imgix.net/uploadedfiles/891ac769-33d5-41d7-a440-10d676b929d5/PredictionImages/396605781.jpeg?expires=1646318802&or=0&s=ddd9ee0ec1dd0686e60f39a61937a440","Inventory2-preset48-202222411956.jpg","0","bc1ff4ca-9adc-11ec-8de7-9eeaa3a21c42","18fa94db-3669-40f6-9ffe-ae98e39f14b0","https://app.nanonets.com/#/ocr/test/891ac769-33d5-41d7-a440-10d676b929d5/bc1ff4ca-9adc-11ec-8de7-9eeaa3a21c42","B100, B100, B100, B111"
